timestamp,source_ip,source_port,destination_ip,destination_port,dscp,tos
977979601.073,180.195.89.92,41225,201.14.184.37,80,0,0
977979601.073,180.195.89.92,41225,201.14.184.37,80,0,0
977979601.074,83.161.51.234,6688,149.75.11.49,1815,0,0
977979601.074,197.73.41.93,6346,176.97.154.167,4011,0,0
977979601.074,219.134.155.214,1252,149.75.80.13,3343,0,0
977979601.074,186.89.168.224,6346,176.97.154.167,4140,0,0
977979601.075,201.127.73.14,6346,176.97.154.167,4384,0,0
977979601.076,176.97.154.167,6346,209.164.120.224,27653,0,0
977979601.078,180.195.6.223,2245,83.9.231.87,25,0,0
977979601.078,176.97.154.167,4140,186.89.168.224,6346,0,0
977979601.078,176.97.154.167,4011,197.73.41.93,6346,0,0
977979601.079,176.97.154.167,4384,201.127.73.14,6346,0,0
977979601.08,206.133.253.40,56775,200.13.134.202,3890,0,0
977979601.081,71.241.245.22,80,149.75.106.51,1201,0,0
977979601.081,180.195.49.164,58135,71.251.142.191,5543,0,0
977979601.082,209.112.194.25,6346,176.97.154.167,3875,0,0
977979601.084,207.157.168.93,1051,200.122.16.160,80,0,0
977979601.086,192.189.63.182,6346,176.97.154.167,3978,0,0
977979601.086,176.97.154.167,3875,209.112.194.25,6346,0,0
977979601.088,170.117.73.22,3123,107.28.242.0,80,0,0
977979601.089,149.75.11.246,1093,200.122.79.213,80,0,0
977979601.089,176.97.235.164,53,207.134.170.156,40865,0,0
977979601.09,207.62.157.58,53,188.64.112.139,53,0,0
977979601.09,202.172.237.51,3128,144.222.107.36,4839,0,0
977979601.09,146.29.218.78,1128,170.117.77.112,59681,0,0
977979601.09,107.70.52.97,21034,176.97.154.167,6346,0,0
977979601.091,207.157.168.93,1051,200.122.16.160,80,0,0
977979601.091,202.172.237.51,3128,144.222.107.36,4839,0,0
977979601.091,202.172.237.51,3128,144.222.107.36,4987,0,0
977979601.091,202.172.237.51,3128,144.222.107.36,4985,0,0
977979601.091,83.77.49.20,6355,176.97.154.167,1227,0,0
977979601.093,208.134.23.111,80,176.106.249.99,4980,0,0
977979601.093,176.97.201.27,1054,200.122.79.235,80,0,0
977979601.093,176.97.154.167,6346,107.70.52.97,21034,0,0
977979601.095,46.15.205.85,26993,176.112.129.196,80,0,0
977979601.095,176.97.154.167,1227,83.77.49.20,6355,0,0
977979601.097,202.172.237.51,3128,144.222.107.36,4985,0,0
977979601.097,202.172.237.51,3128,144.222.107.36,4985,0,0
977979601.098,219.9.99.10,6346,176.97.154.167,4248,0,0
977979601.098,206.133.250.176,53,197.198.25.100,54252,0,0
977979601.099,83.83.139.105,6699,170.117.182.9,2166,0,0
977979601.1,46.15.205.85,26993,176.112.129.196,80,0,0
977979601.101,207.83.68.168,2670,195.202.240.72,25,0,0
977979601.101,207.62.157.58,53,9.187.194.119,53,0,0
977979601.101,207.62.157.58,53,9.187.194.119,53,0,0
977979601.101,176.97.154.167,4248,219.9.99.10,6346,0,0
977979601.101,107.139.217.67,1202,170.117.110.161,80,0,0
977979601.102,209.135.177.34,80,149.67.64.237,1674,0,0
977979601.102,209.135.177.34,80,149.67.64.237,1674,0,0
977979601.102,207.62.157.58,53,9.187.194.119,53,0,0
977979601.102,180.195.89.92,41224,201.14.184.36,80,0,0
977979601.102,207.62.157.58,53,9.187.194.119,53,0,0
977979601.102,83.27.121.213,2201,176.97.154.167,6346,0,0
977979601.102,207.62.157.58,53,9.187.194.119,53,0,0
977979601.103,207.62.157.58,53,9.187.194.119,53,0,0
977979601.103,71.251.142.191,5543,180.195.49.164,58135,4,16
977979601.103,212.110.186.127,45478,176.97.154.167,6346,0,0
977979601.103,207.62.157.58,53,9.187.194.119,53,0,0
977979601.103,156.157.100.89,1235,144.222.113.90,80,0,0
977979601.104,207.62.157.58,53,9.187.194.119,53,0,0
977979601.104,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.104,207.62.157.58,53,9.187.194.119,53,0,0
977979601.104,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.105,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.105,207.62.157.58,53,9.187.194.119,53,0,0
977979601.105,194.40.222.177,51100,144.222.79.21,80,0,0
977979601.105,207.62.157.58,53,9.187.194.119,53,0,0
977979601.106,176.97.154.167,6346,83.27.121.213,2201,0,0
977979601.106,202.172.237.51,3128,144.222.107.36,4985,0,0
977979601.106,209.135.177.34,80,149.67.64.237,1674,0,0
977979601.106,209.135.177.34,80,149.67.64.237,1674,0,0
977979601.106,209.135.177.34,80,149.67.64.237,1674,0,0
977979601.106,207.62.157.58,53,9.187.194.119,53,0,0
977979601.107,207.62.157.58,53,9.187.194.119,53,0,0
977979601.107,207.62.157.58,53,9.187.194.119,53,0,0
977979601.107,149.75.42.223,1051,200.122.17.53,80,0,0
977979601.107,207.62.157.58,53,9.187.194.119,53,0,0
977979601.107,207.62.157.58,53,9.187.194.119,53,0,0
977979601.108,207.62.157.58,53,9.187.194.119,53,0,0
977979601.108,207.62.157.58,53,9.187.194.119,53,0,0
977979601.108,207.62.157.58,53,9.187.194.119,53,0,0
977979601.109,170.117.77.112,59681,146.29.218.78,1128,4,16
977979601.109,170.117.77.112,59681,146.29.218.78,1128,4,16
977979601.109,219.58.65.145,6667,180.195.110.87,2876,0,0
977979601.11,207.62.157.58,53,9.187.194.119,53,0,0
977979601.11,209.135.177.34,80,149.67.64.237,1682,0,0
977979601.11,207.62.157.58,53,9.187.194.119,53,0,0
977979601.11,202.211.245.127,80,176.97.201.27,1059,0,0
977979601.11,207.62.157.58,53,9.187.194.119,53,0,0
977979601.11,207.62.157.58,53,9.187.194.119,53,0,0
977979601.11,207.62.157.58,53,9.187.194.119,53,0,0
977979601.111,209.135.177.50,80,149.75.65.110,4256,0,0
977979601.111,200.122.79.213,80,149.75.11.246,1093,0,0
977979601.111,207.62.157.58,53,9.187.194.119,53,0,0
977979601.111,83.229.226.69,80,176.97.14.122,2416,0,0
977979601.111,200.122.79.213,80,149.75.11.246,1093,0,0
977979601.111,207.62.157.58,53,9.187.194.119,53,0,0
977979601.112,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.112,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.112,207.62.157.58,53,9.187.194.119,53,0,0
977979601.112,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.112,207.62.157.58,53,9.187.194.119,53,0,0
977979601.112,83.229.226.69,80,176.97.14.122,2416,0,0
977979601.112,207.62.157.58,53,9.187.194.119,53,0,0
977979601.113,83.229.226.69,80,176.97.14.122,2416,0,0
977979601.113,202.211.245.127,80,176.97.201.27,1059,0,0
977979601.113,209.135.177.34,80,149.67.64.237,1676,0,0
977979601.113,209.135.177.34,80,149.67.64.237,1676,0,0
977979601.113,210.159.245.255,6346,176.97.154.167,4089,0,0
977979601.113,207.62.157.58,53,9.187.194.119,53,0,0
977979601.114,207.62.157.58,53,9.187.194.119,53,0,0
977979601.114,207.62.157.58,53,9.187.194.119,53,0,0
977979601.114,83.229.226.69,80,176.97.14.122,2416,0,0
977979601.114,207.62.157.58,53,9.187.194.119,53,0,0
977979601.114,83.229.226.69,80,176.97.14.122,2416,0,0
977979601.114,83.229.226.69,80,176.97.14.122,2416,0,0
977979601.115,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.115,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.115,207.62.157.58,53,9.187.194.119,53,0,0
977979601.115,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.115,207.62.157.58,53,9.187.194.119,53,0,0
977979601.115,207.62.157.58,53,9.187.194.119,53,0,0
977979601.116,200.122.79.213,80,149.75.11.246,1093,0,0
977979601.116,200.122.79.213,80,149.75.11.246,1093,0,0
977979601.116,83.168.138.3,6346,176.97.154.167,1212,0,0
977979601.116,207.62.157.58,53,9.187.194.119,53,0,0
977979601.116,207.62.157.58,53,9.187.194.119,53,0,0
977979601.116,207.62.157.58,53,9.187.194.119,53,0,0
977979601.117,176.190.107.94,36155,206.130.48.81,80,0,0
977979601.117,207.62.157.58,53,9.187.194.119,53,0,0
977979601.118,196.20.225.36,80,180.195.6.191,1071,0,0
977979601.118,176.97.14.122,2416,83.229.226.69,80,0,0
977979601.119,206.133.253.40,60548,200.13.134.202,4585,0,0
977979601.119,211.83.107.129,137,180.195.233.225,137,0,0
977979601.119,206.133.253.40,60548,200.13.134.202,4585,0,0
977979601.119,209.135.177.34,80,149.67.64.237,1676,0,0
977979601.119,209.135.177.34,80,149.67.64.237,1676,0,0
977979601.12,176.97.154.167,1212,83.168.138.3,6346,0,0
977979601.12,196.16.47.95,80,180.195.208.57,4894,0,0
977979601.12,83.24.78.75,6346,176.97.154.167,3938,0,0
977979601.12,176.97.14.122,2416,83.229.226.69,80,0,0
977979601.12,196.16.47.95,80,180.195.208.57,4894,0,0
977979601.12,176.97.14.122,2416,83.229.226.69,80,0,0
977979601.12,202.211.245.127,80,176.97.201.27,1059,0,0
977979601.12,196.16.47.95,80,180.195.208.57,4894,0,0
977979601.121,201.14.184.36,80,180.195.89.92,41224,0,0
977979601.121,71.251.142.191,5543,180.195.49.164,58135,4,16
977979601.121,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.122,201.14.184.36,80,180.195.89.92,41224,0,0
977979601.122,46.172.118.107,443,149.67.122.223,3681,0,0
977979601.122,183.81.204.81,3691,176.97.154.167,6346,0,0
977979601.122,209.135.177.34,80,149.67.64.237,1676,0,0
977979601.123,209.135.177.34,80,149.67.64.237,1676,0,0
977979601.123,211.148.158.204,3735,176.97.197.56,25,4,16
977979601.123,176.97.154.167,3993,209.197.139.87,6346,0,0
977979601.123,176.97.154.167,1227,83.77.49.20,6355,0,0
977979601.124,176.97.154.167,3938,83.24.78.75,6346,0,0
977979601.125,46.83.193.150,1386,180.195.4.219,1396,0,0
977979601.125,46.83.193.150,1386,180.195.4.219,1396,0,0
977979601.126,149.75.11.246,1093,200.122.79.213,80,0,0
977979601.126,180.195.6.191,1071,196.20.225.36,80,0,0
977979601.126,176.97.154.167,6346,183.81.204.81,3691,0,0
977979601.127,206.133.250.176,53,197.225.31.147,53,0,0
977979601.127,180.195.208.57,4894,196.16.47.95,80,0,0
977979601.129,83.110.4.36,6346,176.97.154.167,3904,0,0
977979601.129,206.10.10.225,3299,170.117.77.112,13318,0,0
977979601.129,209.135.177.50,80,149.75.65.110,4251,0,0
977979601.13,206.133.254.248,6699,107.43.45.60,2434,0,0
977979601.13,206.133.254.248,6699,107.43.45.60,2434,0,0
977979601.13,180.195.89.92,41224,201.14.184.36,80,0,0
977979601.13,149.75.11.246,1093,200.122.79.213,80,0,0
977979601.131,180.195.49.164,58135,71.251.142.191,5543,0,0
977979601.132,207.62.152.77,53,183.190.138.136,1041,0,0
977979601.132,213.150.34.150,6346,176.97.154.167,3818,0,0
977979601.134,206.133.250.176,53,192.15.78.223,1024,0,0
977979601.136,207.145.196.203,2688,202.113.193.183,80,0,0
977979601.136,176.97.154.167,3818,213.150.34.150,6346,0,0
977979601.138,176.97.200.124,2461,202.42.174.225,8000,0,0
977979601.141,207.38.174.26,53,196.20.229.16,53,0,0
977979601.141,209.197.139.87,6346,176.97.154.167,3993,0,0
977979601.143,202.172.237.51,3128,144.222.107.36,4839,0,0
977979601.143,207.38.174.26,53,196.20.229.16,53,0,0
977979601.144,202.172.237.51,3128,144.222.107.36,4839,0,0
977979601.145,176.97.154.167,3993,209.197.139.87,6346,0,0
977979601.145,194.40.222.177,51105,144.222.122.84,80,0,0
977979601.146,176.97.14.122,2404,219.148.251.83,8080,0,0
977979601.147,209.135.177.50,80,149.75.65.110,4255,0,0
977979601.147,209.135.177.50,80,149.75.65.110,4255,0,0
977979601.147,144.222.106.209,1439,207.238.207.179,53,0,0
977979601.147,209.135.177.50,80,149.75.65.110,4255,0,0
977979601.147,209.135.177.50,80,149.75.65.110,4255,0,0
977979601.148,209.135.177.50,80,149.75.65.110,4255,0,0
977979601.148,212.181.66.161,6346,176.97.154.167,4025,0,0
977979601.148,209.135.177.50,80,149.75.65.110,4255,0,0
977979601.148,106.183.58.215,1039,176.97.154.167,6346,0,0
977979601.149,170.117.77.112,13318,206.10.10.225,3299,4,16
977979601.149,207.62.157.58,53,9.187.194.119,53,0,0
977979601.149,207.62.157.58,53,9.187.194.119,53,0,0
977979601.15,207.62.157.58,53,9.187.194.119,53,0,0
977979601.15,207.62.157.58,53,9.187.194.119,53,0,0
977979601.151,208.64.227.170,3871,176.97.223.107,1139,0,0
977979601.151,208.64.227.170,0,176.97.223.107,0,0,0
977979601.151,208.64.227.170,0,176.97.223.107,0,0,0
977979601.151,207.62.157.58,53,9.187.194.119,53,0,0
977979601.151,203.49.121.51,1025,176.97.154.167,6346,0,0
977979601.151,176.97.154.167,4025,212.181.66.161,6346,0,0
977979601.152,176.97.154.167,6346,106.183.58.215,1039,0,0
977979601.152,207.62.157.58,53,9.187.194.119,53,0,0
977979601.153,207.62.157.58,53,9.187.194.119,53,0,0
977979601.154,207.62.157.58,53,9.187.194.119,53,0,0
977979601.155,83.26.165.95,6699,180.195.6.98,64339,0,0
977979601.155,207.62.157.58,53,9.187.194.119,53,0,0
977979601.156,207.62.157.58,53,9.187.194.119,53,0,0
977979601.156,212.52.245.148,6688,180.195.87.195,1059,0,0
977979601.156,212.52.245.148,6688,180.195.87.195,1059,0,0
977979601.157,180.195.4.219,1396,46.83.193.150,1386,0,0
977979601.157,107.28.242.0,80,170.117.73.22,3123,0,0
977979601.157,107.28.242.0,80,170.117.73.22,3123,0,0
977979601.157,107.28.242.0,80,170.117.73.22,3123,0,0
977979601.157,202.172.237.51,3128,144.222.107.36,4987,0,0
977979601.157,202.172.237.51,3128,144.222.107.36,4987,0,0
977979601.158,212.52.245.148,6688,180.195.87.195,1059,0,0
977979601.158,212.52.245.148,6688,180.195.87.195,1059,0,0
977979601.159,170.117.77.112,20,211.25.15.161,33114,2,8
977979601.159,207.62.157.58,53,9.187.194.119,53,0,0
977979601.159,176.97.154.167,6346,203.49.121.51,1025,0,0
977979601.159,170.117.77.112,20,211.25.15.161,33114,2,8
977979601.159,83.13.110.58,6346,176.97.154.167,3783,0,0
977979601.159,202.172.237.51,3128,144.222.107.36,4839,0,0
977979601.16,212.52.245.148,6688,180.195.87.195,1059,0,0
977979601.161,202.172.237.51,3128,144.222.107.36,4839,0,0
977979601.161,202.172.237.51,3128,144.222.106.209,3966,0,0
977979601.161,168.183.48.25,6699,207.145.209.67,25012,0,0
977979601.162,202.172.237.51,3128,144.222.106.209,3966,0,0
977979601.163,44.176.59.127,6346,176.97.154.167,4111,0,0
977979601.163,176.97.154.167,3783,83.13.110.58,6346,0,0
977979601.163,195.202.240.72,25,207.83.68.168,2670,0,0
977979601.164,46.12.47.83,80,180.195.20.92,1723,0,0
977979601.164,46.12.47.83,80,180.195.20.92,1723,0,0
977979601.165,46.12.47.83,80,180.195.20.92,1723,0,0
977979601.165,46.12.47.83,80,180.195.20.92,1723,0,0
977979601.165,46.12.47.83,80,180.195.20.92,1723,0,0
977979601.165,46.12.47.83,80,180.195.20.92,1723,0,0
977979601.165,83.44.21.138,6699,170.117.182.9,2167,0,0
977979601.165,180.195.6.98,64339,83.26.165.95,6699,0,0
977979601.167,168.43.156.130,3971,176.97.154.167,6346,0,0
977979601.167,176.97.154.167,4111,44.176.59.127,6346,0,0
977979601.167,208.64.243.151,80,180.195.87.50,1491,0,0
977979601.167,197.20.2.24,6667,170.28.131.30,39475,0,0
977979601.167,208.64.243.151,80,180.195.87.50,1491,0,0
977979601.167,208.64.243.151,80,180.195.87.50,1491,0,0
977979601.167,208.64.243.151,80,180.195.87.50,1491,0,0
977979601.168,208.64.243.151,80,180.195.87.50,1491,0,0
977979601.168,208.64.243.151,80,180.195.87.50,1491,0,0
977979601.169,209.197.139.87,1346,176.97.154.167,6346,0,0
977979601.17,83.83.139.105,6699,170.117.182.9,2166,0,0
977979601.17,168.43.156.130,3971,176.97.154.167,6346,0,0
977979601.172,176.97.154.167,6346,168.43.156.130,3971,0,0
977979601.173,176.97.154.167,6346,209.197.139.87,1346,0,0
977979601.174,176.97.154.167,6346,168.43.156.130,3971,0,0
977979601.175,47.80.233.193,6346,176.97.154.167,1177,0,0
977979601.176,83.73.73.180,1136,176.97.154.167,6346,0,0
977979601.176,170.117.73.22,3123,107.28.242.0,80,0,0
977979601.178,83.177.253.19,6346,176.97.154.167,1223,0,0
977979601.178,180.195.225.20,13976,192.168.0.254,20000,0,0
977979601.178,71.241.245.22,80,149.75.106.51,1201,0,0
977979601.178,206.158.32.120,47008,170.117.110.161,80,4,16
977979601.179,107.199.147.110,10726,170.117.97.178,6970,0,0
977979601.179,170.117.77.112,20,211.25.15.161,33114,2,8
977979601.179,176.97.154.167,1177,47.80.233.193,6346,0,0
977979601.18,176.97.154.167,6346,83.73.73.180,1136,0,0
977979601.181,107.49.122.150,80,180.195.190.187,1495,0,0
977979601.181,176.97.154.167,1223,83.177.253.19,6346,0,0
977979601.182,212.9.64.155,20,176.122.112.231,64992,0,0
977979601.182,202.103.180.31,21056,176.97.154.167,6346,0,0
977979601.184,219.104.228.15,6346,176.97.154.167,3963,0,0
977979601.185,208.28.2.46,80,180.195.89.92,41223,0,0
977979601.185,208.28.2.46,80,180.195.89.92,41223,0,0
977979601.186,176.97.154.167,6346,202.103.180.31,21056,0,0
977979601.186,207.145.235.158,32768,195.38.125.102,53,0,0
977979601.187,202.22.136.133,20,170.117.77.112,44136,2,8
977979601.187,211.104.95.223,137,207.157.176.75,137,0,0
977979601.187,202.22.136.133,20,170.117.77.112,44136,2,8
977979601.188,106.138.139.143,2298,176.97.154.167,6346,0,0
977979601.188,176.97.154.167,3963,219.104.228.15,6346,0,0
977979601.19,170.117.182.9,2166,83.83.139.105,6699,0,0
977979601.191,176.97.154.167,6346,106.138.139.143,2298,0,0
977979601.191,149.75.106.51,1201,71.241.245.22,80,0,0
977979601.191,207.62.157.58,53,9.187.194.119,53,0,0
977979601.191,208.128.174.164,25,144.222.117.3,1851,0,0
977979601.192,209.208.248.203,6346,176.97.154.167,3928,0,0
977979601.193,209.47.92.134,26599,207.157.38.139,80,0,0
977979601.193,180.195.89.92,41223,208.28.2.46,80,0,0
977979601.193,208.102.44.142,554,207.145.216.244,39326,0,0
977979601.193,209.47.92.134,26599,207.157.38.139,80,0,0
977979601.193,209.47.92.134,26599,207.157.38.139,80,0,0
977979601.194,83.132.154.161,2226,176.97.154.167,6346,0,0
977979601.194,209.47.92.134,26638,207.157.38.139,80,0,0
977979601.195,202.172.237.51,3128,144.222.107.36,4986,0,0
977979601.195,207.62.157.58,53,9.187.194.119,53,0,0
977979601.196,176.97.154.167,3928,209.208.248.203,6346,0,0
977979601.197,145.43.100.92,6346,176.97.154.167,3926,0,0
977979601.197,176.97.154.167,6346,83.132.154.161,2226,0,0
977979601.198,83.178.66.62,2791,176.97.154.167,6346,0,0
977979601.199,207.62.157.58,53,9.187.194.119,53,0,0
977979601.199,219.128.38.173,6346,176.97.154.167,3880,0,0
977979601.201,176.97.154.167,3926,145.43.100.92,6346,0,0
977979601.202,176.97.154.167,6346,83.178.66.62,2791,0,0
977979601.202,202.76.120.33,6346,176.97.154.167,4178,0,0
977979601.203,207.62.157.58,53,9.187.194.119,53,0,0
977979601.203,207.42.254.34,80,170.117.206.40,4027,0,0
977979601.203,144.222.106.192,25,71.252.167.17,54725,0,0
977979601.203,209.2.68.63,6346,176.97.154.167,3966,0,0
977979601.203,176.97.154.167,3880,219.128.38.173,6346,0,0
977979601.204,207.62.157.58,53,9.187.194.119,53,0,0
977979601.205,201.14.10.120,80,180.195.89.92,41226,0,0
977979601.206,176.97.154.167,4178,202.76.120.33,6346,0,0
977979601.206,200.122.21.248,20,176.97.127.61,2624,0,0
977979601.206,207.145.196.203,2688,202.113.193.183,80,0,0
977979601.206,219.218.111.169,6667,206.133.254.159,1289,0,0
977979601.207,200.122.21.248,20,176.97.127.61,2624,0,0
977979601.207,200.122.21.248,20,176.97.127.61,2624,0,0
977979601.207,176.97.154.167,3966,209.2.68.63,6346,0,0
977979601.208,219.218.111.169,6667,206.133.254.159,1289,0,0
977979601.208,206.133.254.248,6699,107.43.45.60,2434,0,0
977979601.208,206.133.254.248,6699,107.43.45.60,2434,0,0
977979601.208,207.62.157.58,53,9.187.194.119,53,0,0
977979601.208,207.90.52.230,4392,207.38.44.240,80,0,0
977979601.208,149.75.106.51,1408,71.229.230.3,80,0,0
977979601.208,106.184.127.68,80,207.145.220.156,46979,0,0
977979601.209,200.122.21.248,20,176.97.127.61,2624,0,0
977979601.209,200.122.21.248,20,176.97.127.61,2624,0,0
977979601.209,200.122.21.248,20,176.97.127.61,2624,0,0
977979601.209,213.43.145.187,41714,170.117.177.254,6970,0,0
977979601.21,180.195.89.92,41226,201.14.10.120,80,0,0
977979601.212,180.195.89.92,41226,201.14.10.120,80,0,0
977979601.212,206.133.250.190,1154,201.37.96.10,194,0,0
977979601.213,176.97.127.61,2624,200.122.21.248,20,0,0
977979601.213,180.28.149.117,1342,176.97.154.167,6346,0,0
977979601.214,176.190.107.94,36155,206.130.48.81,80,0,0
977979601.214,212.52.245.148,6688,180.195.87.195,1047,0,0
977979601.214,176.97.127.61,2624,200.122.21.248,20,0,0
977979601.215,107.28.242.0,80,170.117.73.22,3123,0,0
977979601.215,212.52.245.148,6688,180.195.87.195,1047,0,0
977979601.215,195.163.72.177,6346,176.97.154.167,3913,0,0
977979601.215,219.137.223.25,80,176.106.249.99,4981,0,0
977979601.215,83.2.29.232,63907,176.97.154.167,6346,0,0
977979601.215,107.28.242.0,80,170.117.73.22,3123,0,0
977979601.215,107.28.242.0,80,170.117.73.22,3123,0,0
977979601.216,207.145.196.203,2680,219.3.146.156,80,0,0
977979601.216,107.28.242.0,80,170.117.73.22,3123,0,0
977979601.216,207.42.254.34,80,170.117.96.57,3200,0,0
977979601.217,219.184.202.181,1041,180.195.87.195,6699,0,0
977979601.217,83.109.3.213,6346,176.97.154.167,4357,0,0
977979601.217,211.90.21.175,80,207.157.172.140,1048,0,0
977979601.218,211.90.21.175,80,207.157.172.140,1048,0,0
977979601.218,176.97.154.167,6346,180.28.149.117,1342,0,0
977979601.219,219.184.202.181,1041,180.195.87.195,6699,0,0
977979601.219,213.150.34.150,6346,176.97.154.167,3818,0,0
977979601.219,152.76.2.164,32817,206.133.250.176,53,0,0
977979601.219,202.22.136.133,21,170.117.77.112,39485,4,16
977979601.22,180.195.208.57,4894,196.16.47.95,80,0,0
977979601.221,206.133.250.176,53,152.76.2.164,32817,0,0
977979601.221,176.97.154.167,3913,195.163.72.177,6346,0,0
977979601.222,176.97.154.167,4357,83.109.3.213,6346,0,0
977979601.222,195.179.45.125,6346,176.97.154.167,4122,0,0
977979601.222,176.97.154.167,6346,83.2.29.232,63907,0,0
977979601.223,176.97.154.167,3818,213.150.34.150,6346,0,0
977979601.224,147.9.87.55,53,206.133.250.176,53,0,0
977979601.224,207.145.196.203,2693,202.113.194.30,80,0,0
977979601.224,47.64.119.114,65164,176.97.154.167,6346,0,0
977979601.225,201.127.73.14,6346,176.97.154.167,4384,0,0
977979601.225,176.97.154.167,4122,195.179.45.125,6346,0,0
977979601.225,207.157.38.139,80,209.47.92.134,26599,0,0
977979601.225,207.157.38.139,80,209.47.92.134,26638,0,0
977979601.226,207.62.157.58,53,9.187.194.119,53,0,0
977979601.227,207.145.209.67,25012,168.183.48.25,6699,0,0
977979601.227,83.26.70.121,1330,176.97.154.167,6346,0,0
977979601.228,176.97.154.167,6346,47.64.119.114,65164,0,0
977979601.228,219.85.154.223,1071,180.195.6.95,6970,0,0
977979601.229,207.38.44.240,80,207.90.52.230,4392,0,0
977979601.229,176.97.154.167,4384,201.127.73.14,6346,0,0
977979601.229,207.62.157.58,53,9.187.194.119,53,0,0
977979601.229,180.195.87.195,6699,219.184.202.181,1041,0,0
977979601.229,180.195.87.195,6699,219.184.202.181,1041,0,0
977979601.23,106.183.58.215,1039,176.97.154.167,6346,0,0
977979601.23,219.185.21.141,6355,176.97.154.167,4114,0,0
977979601.231,212.52.245.148,6688,180.195.87.195,1047,0,0
977979601.231,176.97.154.167,6346,83.26.70.121,1330,0,0
977979601.231,176.97.154.167,3978,192.189.63.182,6346,0,0
977979601.231,176.97.154.167,1183,206.80.170.213,6346,0,0
977979601.231,176.97.154.167,6346,83.2.119.208,1529,0,0
977979601.232,212.52.245.148,6688,180.195.87.195,1047,0,0
977979601.232,212.52.245.148,6688,180.195.87.195,1047,0,0
977979601.233,176.97.154.167,6346,212.110.186.127,45478,0,0
977979601.233,212.52.245.148,6688,180.195.87.195,1042,0,0
977979601.233,176.97.154.167,1212,83.168.138.3,6346,0,0
977979601.233,176.97.154.167,6346,118.105.224.63,33799,0,0
977979601.233,176.97.154.167,6346,106.183.58.215,1039,0,0
977979601.234,176.97.154.167,4114,219.185.21.141,6355,0,0
977979601.234,200.122.79.213,80,149.75.11.246,1093,0,0
977979601.234,209.82.173.182,6346,176.97.154.167,3814,0,0
977979601.235,207.62.157.58,53,9.187.194.119,53,0,0
977979601.235,170.117.73.22,3123,107.28.242.0,80,0,0
977979601.235,212.52.245.148,6688,180.195.87.195,1042,0,0
977979601.236,212.52.245.148,6688,180.195.87.195,1042,0,0
977979601.236,207.38.44.240,80,207.90.52.230,4392,0,0
977979601.237,170.117.73.22,3123,107.28.242.0,80,0,0
977979601.238,212.52.245.148,6688,180.195.87.195,1042,0,0
977979601.238,212.52.245.148,6688,180.195.87.195,1042,0,0
977979601.238,209.47.144.63,110,180.195.92.195,61750,0,0
977979601.238,118.105.224.63,33799,176.97.154.167,6346,0,0
977979601.238,46.130.13.153,40391,176.97.201.123,1171,0,0
977979601.238,46.130.13.153,40391,176.97.201.123,1171,0,0
977979601.239,83.26.165.95,6699,180.195.6.98,64339,0,0
